ClienteID,CPF_CNPJ,NomeCliente,UF,DataCadastro
CLI000994,41669645016,Cliente 994,GO,2023-11-05
CLI000995,56194542969,Cliente 995,CE,2024-04-08
CLI000996,98547962498,Cliente 996,DF,2024-03-30
CLI000997,13220688485,Cliente 997,PR,2024-01-13
CLI000998,65161846660,Cliente 998,SP,2024-05-02
CLI000999,17880406024,Cliente 999,SC,2024-12-24
CLI001000,62975434641,Cliente 1000,CE,2023-09-08
CLI001001,84043297890,Cliente 1001,GO,2024-01-14
CLI001002,53370265404,Cliente 1002,RN,2023-01-18
CLI001003,21545930555,Cliente 1003,RJ,2024-01-08
CLI001004,98392027607,Cliente 1004,GO,2025-07-01
CLI001005,93123041822,Cliente 1005,CE,2024-11-13
CLI001006,19343636775,Cliente 1006,RJ,2023-07-22
CLI001007,64374039510,Cliente 1007,PA,2025-06-04
CLI001008,13711366868,Cliente 1008,SP,2025-06-16
CLI001009,87790560189,Cliente 1009,PA,2023-05-04
CLI001010,50955794358,Cliente 1010,PA,2025-04-16
CLI001011,39009240382,Cliente 1011,BA,2024-09-08
CLI001012,13252873433,Cliente 1012,RJ,2023-01-08
CLI001013,93946292271,Cliente 1013,CE,2023-12-21
CLI001014,57632375290,Cliente 1014,RJ,2024-04-01
CLI001015,11900042727,Cliente 1015,SP,2025-03-20
CLI001016,64107420698,Cliente 1016,RS,2024-03-11
CLI001017,78917011020,Cliente 1017,DF,2023-01-07
CLI001018,21502599786,Cliente 1018,PR,2024-05-19
CLI001019,45965505219,Cliente 1019,SC,2024-03-27
CLI001020,51734242459,Cliente 1020,PR,2024-12-22
CLI001021,95236716594,Cliente 1021,BA,2024-10-14
CLI001022,81373091721,Cliente 1022,SC,2024-06-21
CLI001023,18871414476,Cliente 1023,SC,2025-04-18
CLI001024,27307873082,Cliente 1024,SP,2023-09-13
CLI001025,37508777416,Cliente 1025,RJ,2023-11-07
CLI001026,67642592358,Cliente 1026,AM,2024-01-29
CLI001027,71069804862,Cliente 1027,RS,2024-09-24
CLI001028,30425612978,Cliente 1028,PE,2024-02-08
CLI001029,96982026230,Cliente 1029,PR,2023-03-25
CLI001030,48693388552,Cliente 1030,SC,2024-10-20
CLI001031,64289230957,Cliente 1031,GO,2023-12-01
CLI001032,18624451744,Cliente 1032,ES,2025-01-20
CLI001033,31211708379,Cliente 1033,RJ,2024-07-21
CLI001034,63252275700,Cliente 1034,GO,2025-06-27
CLI001035,99378183309,Cliente 1035,SC,2024-12-14
CLI001036,97637916467,Cliente 1036,DF,2024-08-14
CLI001037,98018878001,Cliente 1037,MG,2024-12-18
CLI001038,96008358847,Cliente 1038,SP,2024-08-17
CLI001039,45846109627,Cliente 1039,DF,2024-09-04
CLI001040,20597966594,Cliente 1040,RN,2024-12-06
CLI001041,53354064692,Cliente 1041,AM,2025-06-05
CLI001042,31686809483,Cliente 1042,GO,2023-08-10
CLI001043,20165054166,Cliente 1043,AM,2025-04-08
CLI001044,14830798126,Cliente 1044,CE,2023-12-20
CLI001045,97954591730,Cliente 1045,PA,2023-07-21
CLI001046,21607801923,Cliente 1046,SP,2023-12-04
CLI001047,85863132361,Cliente 1047,BA,2023-04-20
CLI001048,85549133536,Cliente 1048,RJ,2024-03-26
CLI001049,45492489546,Cliente 1049,RN,2023-03-03
CLI001050,47986365345,Cliente 1050,PR,2024-11-30
CLI001051,93624644293,Cliente 1051,BA,2025-03-30
CLI001052,73738630693,Cliente 1052,PR,2024-02-24
CLI001053,23587807182,Cliente 1053,MG,2023-07-04
CLI001054,85086758026,Cliente 1054,DF,2023-09-13
CLI001055,19725732426,Cliente 1055,BA,2024-09-27
CLI001056,65697107789,Cliente 1056,PE,2025-04-15
CLI001057,19305272094,Cliente 1057,AM,2024-04-04
CLI001058,98294853244,Cliente 1058,PA,2025-03-07
CLI001059,52874205982,Cliente 1059,PA,2024-08-29
CLI001060,80384916509,Cliente 1060,DF,2024-02-04
CLI001061,46623311265,Cliente 1061,ES,2023-11-25
CLI001062,72532629153,Cliente 1062,BA,2024-11-09
CLI001063,94959157382,Cliente 1063,SC,2023-09-21
CLI001064,77645060802,Cliente 1064,GO,2025-08-07
CLI001065,20726564369,Cliente 1065,RN,2023-12-07
CLI001066,97813857389,Cliente 1066,RJ,2023-07-10
CLI001067,66269758336,Cliente 1067,RN,2024-06-23
CLI001068,14141571620,Cliente 1068,SP,2023-06-22
CLI001069,59735866038,Cliente 1069,CE,2025-06-29
CLI001070,89891300233,Cliente 1070,PE,2023-01-01
CLI001071,33564957471,Cliente 1071,AM,2025-03-15
CLI001072,51615416529,Cliente 1072,CE,2023-07-08
CLI001073,46377684015,Cliente 1073,AM,2025-01-07
CLI001074,87484421695,Cliente 1074,RS,2023-05-28
CLI001075,27610980809,Cliente 1075,PR,2025-06-23
CLI001076,16778436692,Cliente 1076,RS,2024-02-29
CLI001077,23477768935,Cliente 1077,AM,2025-05-28
CLI001078,65611751276,Cliente 1078,BA,2024-10-22
CLI001079,14587282026,Cliente 1079,GO,2023-07-15
CLI001080,62874174265,Cliente 1080,CE,2025-07-13
CLI001081,49901825940,Cliente 1081,CE,2024-07-19
CLI001082,80108664403,Cliente 1082,DF,2024-03-03
CLI001083,36920212823,Cliente 1083,MG,2023-08-30
CLI001084,15396442885,Cliente 1084,RJ,2023-11-29
CLI001085,20438976836,Cliente 1085,CE,2024-11-16
CLI001086,59996173985,Cliente 1086,AM,2023-12-27
CLI001087,17801446589,Cliente 1087,BA,2024-10-05
CLI001088,46591641376,Cliente 1088,PA,2024-09-20
CLI001089,58182155405,Cliente 1089,PR,2024-07-24
CLI001090,20791789188,Cliente 1090,MG,2023-08-27
CLI001091,27022413132,Cliente 1091,SC,2025-03-21
CLI001092,62307717264,Cliente 1092,GO,2023-07-13
CLI001093,91151993657,Cliente 1093,RJ,2024-01-31
CLI001094,43199191231,Cliente 1094,AM,2024-10-21
CLI001095,82456910894,Cliente 1095,GO,2025-06-23
CLI001096,33810632735,Cliente 1096,SP,2023-06-04
CLI001097,61326577498,Cliente 1097,DF,2025-06-21
CLI001098,32915368259,Cliente 1098,CE,2024-10-09
CLI001099,12334030705,Cliente 1099,RS,2023-01-15
CLI001100,47577656082,Cliente 1100,MG,2024-05-14
CLI001101,80974668761,Cliente 1101,SC,2024-08-12
CLI001102,52050529633,Cliente 1102,SP,2023-08-30
CLI001103,78766175131,Cliente 1103,BA,2025-01-12
CLI001104,35925497631,Cliente 1104,RJ,2023-05-10
CLI001105,30469967503,Cliente 1105,BA,2023-02-02
CLI001106,28597416227,Cliente 1106,ES,2025-05-22
CLI001107,96798461921,Cliente 1107,PE,2024-04-07
CLI001108,42443270177,Cliente 1108,ES,2023-05-18
CLI001109,97800755957,Cliente 1109,PA,2025-07-02
CLI001110,73840753805,Cliente 1110,DF,2024-06-27
CLI001111,83199773923,Cliente 1111,BA,2025-06-05
CLI001112,38337751844,Cliente 1112,RJ,2023-05-11
CLI001113,91546214036,Cliente 1113,PA,2025-04-23
CLI001114,68853797431,Cliente 1114,PR,2023-02-28
CLI001115,98534819551,Cliente 1115,PA,2023-02-18
CLI001116,51112085358,Cliente 1116,MG,2024-04-03
CLI001117,83512552795,Cliente 1117,DF,2024-10-06
CLI001118,83949088066,Cliente 1118,DF,2023-01-09
CLI001119,57462221687,Cliente 1119,ES,2025-01-02
CLI001120,36316017806,Cliente 1120,PA,2024-05-21
CLI001121,20895285240,Cliente 1121,PA,2023-09-01
CLI001122,80549095596,Cliente 1122,AM,2023-06-19
CLI001123,79613374858,Cliente 1123,ES,2023-10-09
CLI001124,82598066472,Cliente 1124,GO,2024-02-21
CLI001125,75433024243,Cliente 1125,BA,2024-06-09
CLI001126,21775674217,Cliente 1126,CE,2023-03-03
CLI001127,74030845932,Cliente 1127,RJ,2024-05-17
CLI001128,61849992924,Cliente 1128,PA,2024-12-04
CLI001129,67059853161,Cliente 1129,SP,2024-07-01
CLI001130,24142300401,Cliente 1130,PR,2023-12-04
CLI001131,91389190803,Cliente 1131,RJ,2023-08-31
CLI001132,16296993127,Cliente 1132,RJ,2024-12-29
CLI001133,70993070736,Cliente 1133,PA,2024-07-23
CLI001134,75378010355,Cliente 1134,RN,2024-06-02
CLI001135,83324383723,Cliente 1135,RN,2024-04-09
CLI001136,24922041631,Cliente 1136,PA,2025-02-02
CLI001137,44150261795,Cliente 1137,DF,2023-07-20
CLI001138,74446510650,Cliente 1138,GO,2025-04-26
CLI001139,11475494280,Cliente 1139,GO,2025-03-17
CLI001140,54019821532,Cliente 1140,PE,2023-10-26
CLI001141,46569374745,Cliente 1141,RN,2024-08-31
CLI001142,93162965447,Cliente 1142,BA,2024-10-22
CLI001143,97448611231,Cliente 1143,MG,2024-11-30
CLI001144,60214948419,Cliente 1144,PA,2024-10-17
CLI001145,75287755753,Cliente 1145,AM,2025-02-28
CLI001146,58715145647,Cliente 1146,PE,2024-02-09
CLI001147,14880627502,Cliente 1147,AM,2023-11-25
CLI001148,24271618796,Cliente 1148,SP,2023-12-18
CLI001149,21199274935,Cliente 1149,SP,2025-01-19
CLI001150,49771099371,Cliente 1150,PE,2023-10-31
CLI001151,50084521073,Cliente 1151,SC,2023-04-03
CLI001152,56008416833,Cliente 1152,SC,2025-02-15
CLI001153,60600596607,Cliente 1153,PR,2023-08-14
CLI001154,26330956790,Cliente 1154,GO,2024-11-23
CLI001155,43003085456,Cliente 1155,DF,2025-01-24
CLI001156,64073589239,Cliente 1156,SC,2024-06-06
CLI001157,65380829577,Cliente 1157,BA,2024-01-20
CLI001158,58592603100,Cliente 1158,MG,2024-07-10
CLI001159,22343196028,Cliente 1159,PE,2023-08-16
CLI001160,74805170270,Cliente 1160,RS,2024-02-05
CLI001161,26061466131,Cliente 1161,PA,2023-12-23
CLI001162,24946783372,Cliente 1162,DF,2025-02-04
CLI001163,91762115309,Cliente 1163,PR,2023-11-20
CLI001164,15927111705,Cliente 1164,DF,2023-05-28
CLI001165,64380325678,Cliente 1165,SP,2024-02-04
CLI001166,14362221475,Cliente 1166,PR,2024-02-25
CLI001167,38351321414,Cliente 1167,SP,2025-05-21
CLI001168,49085642494,Cliente 1168,DF,2024-09-30
CLI001169,72646868595,Cliente 1169,PE,2023-03-07
CLI001170,20966633339,Cliente 1170,MG,2024-10-11
CLI001171,82743013799,Cliente 1171,ES,2025-05-14
CLI001172,46495352652,Cliente 1172,SC,2023-08-24
CLI001173,16022304965,Cliente 1173,AM,2024-09-07
CLI001174,24584759009,Cliente 1174,PR,2024-12-27
CLI001175,77905607629,Cliente 1175,PE,2023-06-04
CLI001176,28467690632,Cliente 1176,PE,2024-07-14
CLI001177,29900051588,Cliente 1177,PR,2025-05-12
CLI001178,54350134161,Cliente 1178,RJ,2025-02-28
CLI001179,93575725004,Cliente 1179,RN,2023-03-17
CLI001180,94805620848,Cliente 1180,RS,2025-07-15
CLI001181,45655522973,Cliente 1181,BA,2023-01-09
CLI001182,37469729737,Cliente 1182,DF,2023-08-09
CLI001183,61619168321,Cliente 1183,AM,2023-07-02
CLI001184,55720647084,Cliente 1184,PE,2024-04-20
CLI001185,53856286831,Cliente 1185,PA,2023-10-02
CLI001186,21225683322,Cliente 1186,PE,2023-11-14
CLI001187,81686590480,Cliente 1187,SP,2024-10-30
CLI001188,80778673060,Cliente 1188,SP,2023-05-23
CLI001189,18409989569,Cliente 1189,RJ,2024-05-29
CLI001190,31464234361,Cliente 1190,MG,2023-02-09
CLI001191,67191859355,Cliente 1191,RN,2023-11-12
CLI001192,79905120306,Cliente 1192,ES,2023-12-14
CLI001193,42355289798,Cliente 1193,DF,2023-04-19
CLI001194,97031890809,Cliente 1194,ES,2024-02-17
CLI001195,19851191664,Cliente 1195,PR,2024-03-11
CLI001196,45585331605,Cliente 1196,BA,2024-07-11
CLI001197,36867365270,Cliente 1197,PE,2023-10-05
CLI001198,77777652694,Cliente 1198,PA,2025-01-29
CLI001199,24496960917,Cliente 1199,ES,2025-04-21
CLI001200,75207607200,Cliente 1200,RJ,2023-01-01
CLI001201,41935602994,Cliente 1201,RN,2023-06-26
CLI001202,25441025332,Cliente 1202,SC,2025-01-26
CLI001203,29439578466,Cliente 1203,ES,2023-08-20
CLI001204,11687618091,Cliente 1204,AM,2024-10-26
CLI001205,96463217988,Cliente 1205,AM,2023-11-30
CLI001206,77374174770,Cliente 1206,PR,2025-01-06
CLI001207,52171753515,Cliente 1207,RN,2023-03-05
CLI001208,16820386498,Cliente 1208,SC,2023-05-18
CLI001209,70429111188,Cliente 1209,PE,2025-07-22
CLI001210,12376450427,Cliente 1210,RS,2024-04-28
CLI001211,24463951848,Cliente 1211,SC,2023-05-04
CLI001212,41771873988,Cliente 1212,GO,2023-03-06
CLI001213,10160184556,Cliente 1213,DF,2023-01-21
CLI001214,37828804652,Cliente 1214,PE,2023-05-25
CLI001215,68862237787,Cliente 1215,PE,2025-01-19
CLI001216,48484887362,Cliente 1216,RJ,2025-04-05
CLI001217,65748329693,Cliente 1217,RJ,2023-03-21
CLI001218,55430285606,Cliente 1218,PA,2023-03-23
CLI001219,81241816392,Cliente 1219,PE,2025-06-10
CLI001220,98442384102,Cliente 1220,PR,2025-04-19
CLI001221,40710245828,Cliente 1221,AM,2023-03-14
CLI001222,98210114445,Cliente 1222,GO,2024-01-09
CLI001223,99093171600,Cliente 1223,SP,2024-11-21
CLI001224,22180164716,Cliente 1224,RS,2023-07-16
CLI001225,74591318463,Cliente 1225,MG,2024-10-25
CLI001226,71879718120,Cliente 1226,ES,2024-03-28
CLI001227,89197244359,Cliente 1227,CE,2024-10-17
CLI001228,69731964729,Cliente 1228,MG,2023-05-18
CLI001229,54202941244,Cliente 1229,RJ,2023-03-14
CLI001230,21343643959,Cliente 1230,RN,2023-11-20
CLI001231,18297946324,Cliente 1231,PE,2024-10-04
CLI001232,59756155513,Cliente 1232,SC,2024-11-13
CLI001233,69723207441,Cliente 1233,SP,2024-02-15
CLI001234,20688922937,Cliente 1234,AM,2024-05-02
CLI001235,20741309917,Cliente 1235,SC,2023-02-03
CLI001236,54901460815,Cliente 1236,PE,2025-08-07
CLI001237,28499346222,Cliente 1237,PR,2025-07-07
CLI001238,85729229617,Cliente 1238,RS,2024-08-08
CLI001239,53134589181,Cliente 1239,RN,2024-12-07
CLI001240,64007341964,Cliente 1240,BA,2024-04-04
CLI001241,82357940014,Cliente 1241,AM,2023-11-03
CLI001242,39218256921,Cliente 1242,BA,2023-06-17
CLI001243,44938790556,Cliente 1243,RS,2023-10-11
CLI001244,45275772339,Cliente 1244,GO,2025-01-21
CLI001245,62502668218,Cliente 1245,GO,2023-02-22
CLI001246,35182422635,Cliente 1246,SC,2023-08-20
CLI001247,16735298715,Cliente 1247,GO,2024-12-25
CLI001248,74690845830,Cliente 1248,SC,2023-09-29
CLI001249,53109757669,Cliente 1249,DF,2024-02-12
CLI001250,63152714902,Cliente 1250,RN,2025-04-06
CLI001251,20074405708,Cliente 1251,SP,2023-08-30
CLI001252,74199580123,Cliente 1252,PR,2023-06-10
CLI001253,51858787100,Cliente 1253,BA,2024-04-17
CLI001254,38051548322,Cliente 1254,SP,2024-11-07
CLI001255,75971032407,Cliente 1255,RS,2024-12-17
CLI001256,57472151265,Cliente 1256,SC,2023-04-18
CLI001257,58100278981,Cliente 1257,SC,2023-11-04
CLI001258,81792634108,Cliente 1258,ES,2024-09-03
CLI001259,38408661736,Cliente 1259,RN,2024-07-26
CLI001260,84810235595,Cliente 1260,ES,2023-04-02
CLI001261,28351412544,Cliente 1261,GO,2023-08-21
CLI001262,82051890520,Cliente 1262,AM,2025-03-21
CLI001263,73357761552,Cliente 1263,SC,2024-01-29
CLI001264,49242557042,Cliente 1264,PE,2023-08-23
CLI001265,17878470324,Cliente 1265,RN,2023-03-26
CLI001266,26090154188,Cliente 1266,CE,2023-10-19
CLI001267,27938359951,Cliente 1267,RN,2023-08-12
CLI001268,69248289924,Cliente 1268,SP,2023-06-02
CLI001269,35991901968,Cliente 1269,RJ,2023-07-05
CLI001270,57242234275,Cliente 1270,PA,2023-12-19
CLI001271,40204648452,Cliente 1271,RN,2023-08-17
CLI001272,83645160042,Cliente 1272,RN,2023-02-09
CLI001273,23542362982,Cliente 1273,ES,2025-01-17
CLI001274,93907319231,Cliente 1274,PR,2023-06-03
CLI001275,46265333796,Cliente 1275,SC,2024-05-29
CLI001276,68189910973,Cliente 1276,PA,2025-06-02
CLI001277,59246800171,Cliente 1277,RS,2024-04-30
CLI001278,24964343874,Cliente 1278,ES,2023-08-23
CLI001279,48623607821,Cliente 1279,DF,2023-09-19
CLI001280,64894063304,Cliente 1280,BA,2024-07-28
CLI001281,47637837855,Cliente 1281,AM,2023-09-21
CLI001282,30751364328,Cliente 1282,PR,2023-02-16
CLI001283,93966649890,Cliente 1283,PA,2025-04-04
CLI001284,98836757848,Cliente 1284,AM,2024-11-22
CLI001285,41458600613,Cliente 1285,SP,2023-11-27
CLI001286,43317824559,Cliente 1286,RS,2023-12-01
CLI001287,43993640817,Cliente 1287,MG,2024-01-19
CLI001288,87896110218,Cliente 1288,PR,2025-07-30
CLI001289,44789430009,Cliente 1289,SP,2024-04-04
CLI001290,92883170446,Cliente 1290,GO,2024-02-06
CLI001291,30726956301,Cliente 1291,SP,2023-10-16
CLI001292,28095941478,Cliente 1292,SP,2023-06-22
CLI001293,32753994224,Cliente 1293,RS,2025-06-05
CLI001294,78976524357,Cliente 1294,SP,2023-09-02
CLI001295,83606791067,Cliente 1295,AM,2023-11-16
CLI001296,19210148751,Cliente 1296,PA,2023-11-06
CLI001297,25687187141,Cliente 1297,PE,2023-05-29
CLI001298,38694668920,Cliente 1298,GO,2023-04-11
CLI001299,49930029070,Cliente 1299,GO,2025-01-23
CLI001300,52945590162,Cliente 1300,AM,2025-08-04
CLI001301,99352780325,Cliente 1301,RS,2024-12-20
CLI001302,40410760422,Cliente 1302,SP,2024-03-06
CLI001303,12018139043,Cliente 1303,DF,2024-12-07
CLI001304,87448322209,Cliente 1304,ES,2023-10-16
CLI001305,11230157000,Cliente 1305,MG,2024-06-27
CLI001306,16292928213,Cliente 1306,SP,2024-02-19
CLI001307,62759542438,Cliente 1307,AM,2024-04-04
CLI001308,97043262361,Cliente 1308,AM,2024-07-17
CLI001309,26930911830,Cliente 1309,AM,2025-02-20
CLI001310,29152019572,Cliente 1310,PE,2024-11-16
CLI001311,96402048245,Cliente 1311,SP,2023-10-10
CLI001312,93841705794,Cliente 1312,AM,2024-08-04
CLI001313,37719375158,Cliente 1313,ES,2024-12-30
CLI001314,91044559247,Cliente 1314,ES,2023-02-16
CLI001315,13481203616,Cliente 1315,RS,2024-02-23
CLI001316,69514290088,Cliente 1316,SC,2024-03-23
CLI001317,86212830110,Cliente 1317,MG,2023-10-16
CLI001318,90612107424,Cliente 1318,PR,2024-02-16
CLI001319,44742283369,Cliente 1319,MG,2023-10-18
CLI001320,43155460956,Cliente 1320,PA,2023-10-11
CLI001321,15320650813,Cliente 1321,DF,2025-04-14
CLI001322,84927502095,Cliente 1322,CE,2024-01-26
CLI001323,42276588358,Cliente 1323,MG,2023-12-17
CLI001324,38853158061,Cliente 1324,CE,2025-01-14
CLI001325,45741703913,Cliente 1325,RS,2025-08-01
CLI001326,74015017494,Cliente 1326,MG,2025-07-06
CLI001327,77208462501,Cliente 1327,DF,2024-11-17
CLI001328,84005540058,Cliente 1328,RS,2025-03-10
CLI001329,42821923847,Cliente 1329,GO,2024-09-25
CLI001330,16295843788,Cliente 1330,RS,2023-07-02
CLI001331,33771966278,Cliente 1331,DF,2024-04-16
CLI001332,80796348938,Cliente 1332,AM,2023-07-25
CLI001333,70376278025,Cliente 1333,PA,2024-01-19
CLI001334,85406033067,Cliente 1334,MG,2024-10-27
CLI001335,63841603066,Cliente 1335,PR,2024-09-06
CLI001336,29104398081,Cliente 1336,MG,2025-02-08
CLI001337,75321331560,Cliente 1337,GO,2023-03-19
CLI001338,38891272620,Cliente 1338,RS,2025-05-15
CLI001339,23812742613,Cliente 1339,AM,2024-08-14
CLI001340,76993416398,Cliente 1340,SC,2023-05-27
CLI001341,56584770950,Cliente 1341,PE,2024-03-12
CLI001342,68640181349,Cliente 1342,RJ,2024-06-12
CLI001343,28664308282,Cliente 1343,RN,2023-06-01
CLI001344,89119273154,Cliente 1344,GO,2023-03-27
CLI001345,93939036556,Cliente 1345,BA,2023-08-01
CLI001346,73680003413,Cliente 1346,PR,2024-02-14
CLI001347,77769144740,Cliente 1347,CE,2023-11-03
CLI001348,62191152506,Cliente 1348,RS,2023-03-12
CLI001349,55752264743,Cliente 1349,MG,2025-03-16
CLI001350,73437964317,Cliente 1350,PE,2024-12-21
CLI001351,75415805285,Cliente 1351,AM,2024-06-14
CLI001352,17877536007,Cliente 1352,BA,2023-05-05
CLI001353,13030686405,Cliente 1353,MG,2024-04-20
CLI001354,28046509446,Cliente 1354,DF,2025-01-11
CLI001355,31714825852,Cliente 1355,PR,2024-12-11
CLI001356,72147102954,Cliente 1356,AM,2023-06-25
CLI001357,24036705737,Cliente 1357,BA,2023-11-25
CLI001358,91910846125,Cliente 1358,PE,2023-01-05
CLI001359,52061502383,Cliente 1359,GO,2023-09-24
CLI001360,97201632202,Cliente 1360,ES,2025-07-27
CLI001361,86949588384,Cliente 1361,AM,2025-04-29
CLI001362,45554176283,Cliente 1362,ES,2025-07-08
CLI001363,69644624551,Cliente 1363,AM,2023-09-23
CLI001364,90630631986,Cliente 1364,MG,2023-04-27
CLI001365,39803386971,Cliente 1365,RS,2023-01-12
CLI001366,51005563520,Cliente 1366,RS,2023-04-08
CLI001367,65135460990,Cliente 1367,AM,2025-02-14
CLI001368,77060145759,Cliente 1368,SC,2025-02-08
CLI001369,52512513466,Cliente 1369,AM,2024-06-21
CLI001370,78975163231,Cliente 1370,AM,2024-07-07
CLI001371,64450996753,Cliente 1371,RS,2025-07-29
CLI001372,33120523487,Cliente 1372,PA,2023-05-07
CLI001373,94738897882,Cliente 1373,PA,2024-07-11
CLI001374,88680781165,Cliente 1374,ES,2025-01-23
CLI001375,77581323227,Cliente 1375,PE,2024-01-24
CLI001376,29744949356,Cliente 1376,PR,2023-03-14
CLI001377,11381115593,Cliente 1377,RN,2023-05-25
CLI001378,54141044756,Cliente 1378,SP,2023-08-14
CLI001379,94070642056,Cliente 1379,CE,2023-01-25
CLI001380,53955855756,Cliente 1380,BA,2025-07-10
CLI001381,97435111749,Cliente 1381,RS,2023-01-21
CLI001382,51330996770,Cliente 1382,DF,2023-09-30
CLI001383,16349093750,Cliente 1383,PA,2023-12-07
CLI001384,96814233480,Cliente 1384,RJ,2024-10-20
CLI001385,28059979571,Cliente 1385,BA,2023-10-15
CLI001386,93193687585,Cliente 1386,RS,2024-01-03
CLI001387,50580401280,Cliente 1387,PE,2024-10-19
CLI001388,62489441752,Cliente 1388,RJ,2024-04-23
CLI001389,75455122418,Cliente 1389,PE,2024-09-07
CLI001390,30485668647,Cliente 1390,PA,2025-02-21
CLI001391,66687522446,Cliente 1391,RJ,2024-09-06
CLI001392,11468348676,Cliente 1392,SC,2024-03-03
CLI001393,17341520649,Cliente 1393,CE,2023-12-15
CLI001394,61912390289,Cliente 1394,PE,2023-03-10
CLI001395,43855713774,Cliente 1395,ES,2023-10-24
CLI001396,43244921314,Cliente 1396,PA,2023-09-29
CLI001397,65797936955,Cliente 1397,ES,2025-03-10
CLI001398,33406437495,Cliente 1398,CE,2024-02-07
CLI001399,77539010134,Cliente 1399,RS,2023-07-20
CLI001400,13501979359,Cliente 1400,RN,2023-08-27
CLI001401,63153591935,Cliente 1401,CE,2023-09-12
CLI001402,17950833650,Cliente 1402,BA,2023-07-25
CLI001403,87851510124,Cliente 1403,MG,2025-02-17
CLI001404,67178964164,Cliente 1404,GO,2023-02-05
CLI001405,91754641349,Cliente 1405,SC,2023-05-22
CLI001406,25851485284,Cliente 1406,ES,2023-10-13
CLI001407,40627306864,Cliente 1407,RS,2025-07-23
CLI001408,90991601858,Cliente 1408,DF,2024-12-01
CLI001409,16417045727,Cliente 1409,RS,2023-12-12
CLI001410,48081303566,Cliente 1410,RN,2024-09-07
CLI001411,24510395853,Cliente 1411,RN,2024-06-24
CLI001412,95578954185,Cliente 1412,PA,2025-05-05
CLI001413,10503473303,Cliente 1413,RJ,2024-01-19
CLI001414,93304655386,Cliente 1414,ES,2024-05-10
CLI001415,91009358649,Cliente 1415,GO,2023-09-19
CLI001416,90556823164,Cliente 1416,ES,2023-12-28
CLI001417,79530849901,Cliente 1417,GO,2025-07-20
CLI001418,65652746214,Cliente 1418,SP,2023-06-20
CLI001419,56376201423,Cliente 1419,MG,2023-12-04
CLI001420,83060848937,Cliente 1420,RS,2025-04-29
CLI001421,14963243450,Cliente 1421,AM,2023-02-28
CLI001422,62994644388,Cliente 1422,MG,2023-05-02
CLI001423,66384531556,Cliente 1423,AM,2024-01-05
CLI001424,47288700149,Cliente 1424,GO,2025-03-14
CLI001425,21495328371,Cliente 1425,MG,2024-11-15
CLI001426,40806855805,Cliente 1426,RN,2024-06-04
CLI001427,14310222965,Cliente 1427,ES,2024-01-02
CLI001428,22768301256,Cliente 1428,PR,2023-06-28
CLI001429,86230264086,Cliente 1429,DF,2024-10-04
CLI001430,45285071517,Cliente 1430,RS,2024-12-05
CLI001431,98948412432,Cliente 1431,SP,2024-01-01
CLI001432,56592213771,Cliente 1432,ES,2024-12-08
CLI001433,83333050903,Cliente 1433,DF,2023-10-10
CLI001434,96668275821,Cliente 1434,PE,2025-07-06
CLI001435,87262759633,Cliente 1435,DF,2024-04-23
CLI001436,23091286650,Cliente 1436,MG,2024-12-30
CLI001437,60155308279,Cliente 1437,AM,2023-09-26
CLI001438,87522841208,Cliente 1438,DF,2023-01-06
CLI001439,54154167803,Cliente 1439,SP,2023-08-31
CLI001440,82672108050,Cliente 1440,RN,2025-01-05
CLI001441,23136970950,Cliente 1441,BA,2025-02-02
CLI001442,53963891728,Cliente 1442,BA,2024-12-04
CLI001443,74834637694,Cliente 1443,PA,2025-06-08
CLI001444,45003246226,Cliente 1444,MG,2025-02-27
CLI001445,67106948046,Cliente 1445,RJ,2025-04-20
CLI001446,31221610577,Cliente 1446,PR,2024-05-18
CLI001447,60771263392,Cliente 1447,RN,2023-11-10
CLI001448,30651119895,Cliente 1448,DF,2023-08-09
CLI001449,14890709001,Cliente 1449,MG,2023-12-11
CLI001450,51286419832,Cliente 1450,PA,2025-07-17
CLI001451,18460807714,Cliente 1451,MG,2025-05-15
CLI001452,64963712516,Cliente 1452,CE,2024-10-31
CLI001453,39234079249,Cliente 1453,BA,2025-06-16
CLI001454,95811907011,Cliente 1454,PE,2025-04-17
CLI001455,50883361061,Cliente 1455,SP,2024-11-03
CLI001456,58726279296,Cliente 1456,MG,2024-05-24
CLI001457,25430971899,Cliente 1457,GO,2023-11-12
CLI001458,33946792090,Cliente 1458,RN,2024-01-03
CLI001459,10517709908,Cliente 1459,AM,2023-11-07
CLI001460,83492775312,Cliente 1460,SC,2025-04-19
CLI001461,53015728250,Cliente 1461,MG,2023-09-18
CLI001462,76140125788,Cliente 1462,BA,2025-01-14
CLI001463,25804375637,Cliente 1463,GO,2024-05-15
CLI001464,54196702200,Cliente 1464,PA,2023-11-06
CLI001465,80391615732,Cliente 1465,RJ,2024-03-09
CLI001466,75238685391,Cliente 1466,AM,2024-10-11
CLI001467,63583916153,Cliente 1467,MG,2025-06-03
CLI001468,51786244617,Cliente 1468,ES,2024-09-23
CLI001469,63448912454,Cliente 1469,SC,2024-06-11
CLI001470,17512139752,Cliente 1470,RJ,2025-06-18
CLI001471,98514941556,Cliente 1471,GO,2023-03-31
CLI001472,15360452208,Cliente 1472,ES,2025-05-15
CLI001473,48101946428,Cliente 1473,BA,2024-07-16
